IDENTIFIER,Entrez Gene,,,,,,,,,,,,,,,,,,,,,
CALR,811,,,,,,,,,,,,,,,,,,,,,
RPL8,6132,,,,,,,,,,,,,,,,,,,,,
RPL5,6083,6125,,,,,,,,,,,,,,,,,,,,
RERE,473,,,,,,,,,,,,,,,,,,,,,
RERE,473,,,,,,,,,,,,,,,,,,,,,
RERE,473,,,,,,,,,,,,,,,,,,,,,
HSBP1,3281,,,,,,,,,,,,,,,,,,,,,
HSBP1,3281,,,,,,,,,,,,,,,,,,,,,
HMGN1,3150,,,,,,,,,,,,,,,,,,,,,
LOC101927733,3150,,,,,,,,,,,,,,,,,,,,,
SEC31A,22872,,,,,,,,,,,,,,,,,,,,,
GLUD1,2746,,,,,,,,,,,,,,,,,,,,,
GLUD1,2746,,,,,,,,,,,,,,,,,,,,,
MLF2,8079,,,,,,,,,,,,,,,,,,,,,
SNORD54,6224,26795,,,,,,,,,,,,,,,,,,,,
ARPC1A,10552,,,,,,,,,,,,,,,,,,,,,
CCND2,894,,,,,,,,,,,,,,,,,,,,,
CCND2,894,,,,,,,,,,,,,,,,,,,,,
CCND2,894,,,,,,,,,,,,,,,,,,,,,
ATP6V0C,527,,,,,,,,,,,,,,,,,,,,,
IMMT,10989,,,,,,,,,,,,,,,,,,,,,
SSRP1,6749,,,,,,,,,,,,,,,,,,,,,
SSRP1,6749,,,,,,,,,,,,,,,,,,,,,
SDCBP,6386,,,,,,,,,,,,,,,,,,,,,
FUS,2521,,,,,,,,,,,,,,,,,,,,,
CLTA,1211,,,,,,,,,,,,,,,,,,,,,
SEPHS2,22928,,,,,,,,,,,,,,,,,,,,,
RPL31,6160,,,,,,,,,,,,,,,,,,,,,
RPL31,6160,,,,,,,,,,,,,,,,,,,,,
UBA1,7317,,,,,,,,,,,,,,,,,,,,,
ABLIM1,3983,,,,,,,,,,,,,,,,,,,,,
ALDOA,226,,,,,,,,,,,,,,,,,,,,,
PPIB,5479,,,,,,,,,,,,,,,,,,,,,
PPIB,5479,,,,,,,,,,,,,,,,,,,,,
SERP1,27230,,,,,,,,,,,,,,,,,,,,,
SERP1,27230,,,,,,,,,,,,,,,,,,,,,
SERP1,27230,,,,,,,,,,,,,,,,,,,,,
TSPAN3,10099,,,,,,,,,,,,,,,,,,,,,
TSPAN3,10099,,,,,,,,,,,,,,,,,,,,,
ACTA2,59,,,,,,,,,,,,,,,,,,,,,
PPT1,5538,,,,,,,,,,,,,,,,,,,,,
TAX1BP1,8887,,,,,,,,,,,,,,,,,,,,,
TAX1BP1,8887,,,,,,,,,,,,,,,,,,,,,
MDH1,4190,,,,,,,,,,,,,,,,,,,,,
PDHA1,5160,,,,,,,,,,,,,,,,,,,,,
PDHA1,5160,,,,,,,,,,,,,,,,,,,,,
GNAS,2778,,,,,,,,,,,,,,,,,,,,,
ANXA6,309,,,,,,,,,,,,,,,,,,,,,
CD59,966,,,,,,,,,,,,,,,,,,,,,
CD59,966,,,,,,,,,,,,,,,,,,,,,
CD59,966,,,,,,,,,,,,,,,,,,,,,
SERPING1,710,,,,,,,,,,,,,,,,,,,,,
PSME3,10197,,,,,,,,,,,,,,,,,,,,,
PSME3,10197,,,,,,,,,,,,,,,,,,,,,
HIF1A,3091,,,,,,,,,,,,,,,,,,,,,
TRIM28,10155,,,,,,,,,,,,,,,,,,,,,
SNX17,9784,,,,,,,,,,,,,,,,,,,,,
IPO7,10527,,,,,,,,,,,,,,,,,,,,,
IPO7,10527,,,,,,,,,,,,,,,,,,,,,
IPO7,10527,,,,,,,,,,,,,,,,,,,,,
IPO7,10527,,,,,,,,,,,,,,,,,,,,,
ACTR3,10096,,,,,,,,,,,,,,,,,,,,,
RBM14-RBM4,5936,100526737,,,,,,,,,,,,,,,,,,,,
CKAP4,10970,,,,,,,,,,,,,,,,,,,,,
CKAP4,10970,,,,,,,,,,,,,,,,,,,,,
AARS,16,,,,,,,,,,,,,,,,,,,,,
TMEM189-UBE2V1,7335,387521,387522,,,,,,,,,,,,,,,,,,,
TMEM189-UBE2V1,7335,387521,387522,,,,,,,,,,,,,,,,,,,
TMEM189-UBE2V1,7335,387521,387522,,,,,,,,,,,,,,,,,,,
SSR4,6748,,,,,,,,,,,,,,,,,,,,,
CD9,928,,,,,,,,,,,,,,,,,,,,,
PRDX2,7001,,,,,,,,,,,,,,,,,,,,,
HADHB,3032,,,,,,,,,,,,,,,,,,,,,
TXNIP,10628,101060503,,,,,,,,,,,,,,,,,,,,
TXNIP,10628,101060503,,,,,,,,,,,,,,,,,,,,
TXNIP,10628,101060503,,,,,,,,,,,,,,,,,,,,
RPN1,6184,,,,,,,,,,,,,,,,,,,,,
ANXA1,301,,,,,,,,,,,,,,,,,,,,,
PAICS,10606,,,,,,,,,,,,,,,,,,,,,
PAICS,10606,,,,,,,,,,,,,,,,,,,,,
JUP,3728,,,,,,,,,,,,,,,,,,,,,
EIF1AX,1964,101060318,,,,,,,,,,,,,,,,,,,,
EIF1AX,1964,101060318,,,,,,,,,,,,,,,,,,,,
EIF1AX,1964,101060318,,,,,,,,,,,,,,,,,,,,
EIF1AX,1964,101060318,,,,,,,,,,,,,,,,,,,,
YWHAH,7533,,,,,,,,,,,,,,,,,,,,,
DSTN,11034,,,,,,,,,,,,,,,,,,,,,
DSTN,11034,,,,,,,,,,,,,,,,,,,,,
TAF7,6879,,,,,,,,,,,,,,,,,,,,,
EIF5B,9669,,,,,,,,,,,,,,,,,,,,,
EIF5B,9669,,,,,,,,,,,,,,,,,,,,,
EIF5B,9669,,,,,,,,,,,,,,,,,,,,,
EIF5B,9669,,,,,,,,,,,,,,,,,,,,,
CD99,4267,,,,,,,,,,,,,,,,,,,,,
CD99,4267,,,,,,,,,,,,,,,,,,,,,
LDHB,3945,,,,,,,,,,,,,,,,,,,,,
HNRNPH1,3187,,,,,,,,,,,,,,,,,,,,,
BLCAP,10904,,,,,,,,,,,,,,,,,,,,,
RPLP0,6175,,,,,,,,,,,,,,,,,,,,,
ADD3,120,,,,,,,,,,,,,,,,,,,,,
HADH,3033,,,,,,,,,,,,,,,,,,,,,
HADH,3033,,,,,,,,,,,,,,,,,,,,,
PFKP,5214,,,,,,,,,,,,,,,,,,,,,
ANP32A,8125,,,,,,,,,,,,,,,,,,,,,
RAD23A,5886,,,,,,,,,,,,,,,,,,,,,
GNAI2,2771,,,,,,,,,,,,,,,,,,,,,
DUSP1,1843,,,,,,,,,,,,,,,,,,,,,
TGM2,7052,,,,,,,,,,,,,,,,,,,,,
ANP32A,8125,,,,,,,,,,,,,,,,,,,,,
DUSP1,1843,,,,,,,,,,,,,,,,,,,,,
WTH3DI,5870,,,,,,,,,,,,,,,,,,,,,
RAD23A,5886,,,,,,,,,,,,,,,,,,,,,
WTH3DI,5870,,,,,,,,,,,,,,,,,,,,,
WTH3DI,5870,,,,,,,,,,,,,,,,,,,,,
RPS18,6222,,,,,,,,,,,,,,,,,,,,,
PLD3,23646,,,,,,,,,,,,,,,,,,,,,
ANP32A,8125,,,,,,,,,,,,,,,,,,,,,
PSMF1,9491,,,,,,,,,,,,,,,,,,,,,
PSMF1,9491,,,,,,,,,,,,,,,,,,,,,
HNRNPA0,10949,,,,,,,,,,,,,,,,,,,,,
HNRNPA0,10949,,,,,,,,,,,,,,,,,,,,,
GOLGB1,2804,,,,,,,,,,,,,,,,,,,,,
GOLGB1,2804,,,,,,,,,,,,,,,,,,,,,
MYL9,10398,,,,,,,,,,,,,,,,,,,,,
CTTN,2017,,,,,,,,,,,,,,,,,,,,,
STOM,2040,,,,,,,,,,,,,,,,,,,,,
STOM,2040,,,,,,,,,,,,,,,,,,,,,
STOM,2040,,,,,,,,,,,,,,,,,,,,,
RCN1,5954,,,,,,,,,,,,,,,,,,,,,
LOC100996696,8761,,,,,,,,,,,,,,,,,,,,,
GTF2IP4,2969,2970,100093631,,,,,,,,,,,,,,,,,,,
CYC1,1537,,,,,,,,,,,,,,,,,,,,,
PSMC2,5701,,,,,,,,,,,,,,,,,,,,,
PSMC2,5701,,,,,,,,,,,,,,,,,,,,,
MMP2,4313,,,,,,,,,,,,,,,,,,,,,
SF3B1,23451,,,,,,,,,,,,,,,,,,,,,
SF3B1,23451,,,,,,,,,,,,,,,,,,,,,
SMARCC1,6599,,,,,,,,,,,,,,,,,,,,,
SMARCC1,6599,,,,,,,,,,,,,,,,,,,,,
SMARCC1,6599,,,,,,,,,,,,,,,,,,,,,
SMARCC1,6599,,,,,,,,,,,,,,,,,,,,,
SNU13,4809,,,,,,,,,,,,,,,,,,,,,
SNU13,302,4809,,,,,,,,,,,,,,,,,,,,
TM9SF2,9375,,,,,,,,,,,,,,,,,,,,,
SYNGR2,9144,,,,,,,,,,,,,,,,,,,,,
PIP4K2B,8396,,,,,,,,,,,,,,,,,,,,,
PIP4K2B,8396,,,,,,,,,,,,,,,,,,,,,
SLC4A5,1639,,,,,,,,,,,,,,,,,,,,,
BCLAF1,9774,,,,,,,,,,,,,,,,,,,,,
BCLAF1,9774,,,,,,,,,,,,,,,,,,,,,
SON,6651,,,,,,,,,,,,,,,,,,,,,
SON,6651,,,,,,,,,,,,,,,,,,,,,
PXN,5829,,,,,,,,,,,,,,,,,,,,,
KPNA2,3838,,,,,,,,,,,,,,,,,,,,,
ATP6V1B2,526,,,,,,,,,,,,,,,,,,,,,
TUBA1B,10376,,,,,,,,,,,,,,,,,,,,,
CBX3,11335,,,,,,,,,,,,,,,,,,,,,
RBBP7,5931,,,,,,,,,,,,,,,,,,,,,
SDHA,6389,,,,,,,,,,,,,,,,,,,,,
RPS29,6235,,,,,,,,,,,,,,,,,,,,,
DAP,1611,,,,,,,,,,,,,,,,,,,,,
ARF4,378,,,,,,,,,,,,,,,,,,,,,
ARF4,378,,,,,,,,,,,,,,,,,,,,,
COPB2,9276,,,,,,,,,,,,,,,,,,,,,
USP9X,8239,,,,,,,,,,,,,,,,,,,,,
USP9X,8239,,,,,,,,,,,,,,,,,,,,,
BCLAF1,9774,,,,,,,,,,,,,,,,,,,,,
PFKL,5211,,,,,,,,,,,,,,,,,,,,,
NBPF20,149013,200030,284565,343505,400818,728841,728912,728936,100132406,101059961,101060202,101060226,101060362,101060531,101060684,,,,,,,
NBPF25P,25832,149013,200030,284565,343505,400818,728841,728912,728936,100132406,100288142,101059961,101060202,101060226,101060362,101060531,101060684,,,,,
LGALS1,3956,,,,,,,,,,,,,,,,,,,,,
GPX4,2879,,,,,,,,,,,,,,,,,,,,,
THBS1,7057,,,,,,,,,,,,,,,,,,,,,
THBS1,7057,,,,,,,,,,,,,,,,,,,,,
THBS1,7057,,,,,,,,,,,,,,,,,,,,,
THBS1,7057,,,,,,,,,,,,,,,,,,,,,
CSE1L,1434,,,,,,,,,,,,,,,,,,,,,
CSE1L,1434,,,,,,,,,,,,,,,,,,,,,
TUFM,7284,,,,,,,,,,,,,,,,,,,,,
PSMA7,5688,,,,,,,,,,,,,,,,,,,,,
POLD2,5425,,,,,,,,,,,,,,,,,,,,,
CPE,1363,,,,,,,,,,,,,,,,,,,,,
CPE,1363,,,,,,,,,,,,,,,,,,,,,
PGD,5226,,,,,,,,,,,,,,,,,,,,,
COX8A,1351,,,,,,,,,,,,,,,,,,,,,
PGRMC1,10857,,,,,,,,,,,,,,,,,,,,,
PGRMC1,10857,,,,,,,,,,,,,,,,,,,,,
EIF5A,1984,,,,,,,,,,,,,,,,,,,,,
EIF5A,1984,,,,,,,,,,,,,,,,,,,,,
ITGB5,3693,,,,,,,,,,,,,,,,,,,,,
ITGB5,3693,,,,,,,,,,,,,,,,,,,,,
MGAT1,4245,,,,,,,,,,,,,,,,,,,,,
ACLY,47,,,,,,,,,,,,,,,,,,,,,
ACLY,47,,,,,,,,,,,,,,,,,,,,,
SRSF7,6432,,,,,,,,,,,,,,,,,,,,,
CDH1,999,,,,,,,,,,,,,,,,,,,,,
CDH1,999,,,,,,,,,,,,,,,,,,,,,
RPL36A-HNRNPH2,3188,100529097,,,,,,,,,,,,,,,,,,,,
PJA2,9867,,,,,,,,,,,,,,,,,,,,,
COX7C,1350,,,,,,,,,,,,,,,,,,,,,
ECHS1,1892,,,,,,,,,,,,,,,,,,,,,
PLP2,5355,,,,,,,,,,,,,,,,,,,,,
HLA-DPB1,3115,,,,,,,,,,,,,,,,,,,,,
SSB,6741,,,,,,,,,,,,,,,,,,,,,
SSB,6741,,,,,,,,,,,,,,,,,,,,,
RAB5C,5878,,,,,,,,,,,,,,,,,,,,,
GPNMB,10457,,,,,,,,,,,,,,,,,,,,,
EIF2S1,1965,,,,,,,,,,,,,,,,,,,,,
EIF2S1,1965,,,,,,,,,,,,,,,,,,,,,
EIF2S1,1965,,,,,,,,,,,,,,,,,,,,,
HAX1,10456,,,,,,,,,,,,,,,,,,,,,
NFE2L2,4780,,,,,,,,,,,,,,,,,,,,,
TIMP3,7078,,,,,,,,,,,,,,,,,,,,,
TIMP3,7078,,,,,,,,,,,,,,,,,,,,,
TIMP3,7078,,,,,,,,,,,,,,,,,,,,,
TIMP3,7078,,,,,,,,,,,,,,,,,,,,,
MBNL1,4154,,,,,,,,,,,,,,,,,,,,,
MBNL1,4154,,,,,,,,,,,,,,,,,,,,,
MBNL1,4154,,,,,,,,,,,,,,,,,,,,,
SNORD18C,6124,595097,595098,595099,595100,,,,,,,,,,,,,,,,,
MFN2,9927,,,,,,,,,,,,,,,,,,,,,
RAB5C,5878,,,,,,,,,,,,,,,,,,,,,
NMT1,4836,,,,,,,,,,,,,,,,,,,,,
NMT1,4836,,,,,,,,,,,,,,,,,,,,,
NMT1,4836,,,,,,,,,,,,,,,,,,,,,
YBX3,8531,,,,,,,,,,,,,,,,,,,,,
YBX3,8531,,,,,,,,,,,,,,,,,,,,,
IGFBP7,3490,,,,,,,,,,,,,,,,,,,,,
IGFBP7,3490,,,,,,,,,,,,,,,,,,,,,
PUM1,9698,,,,,,,,,,,,,,,,,,,,,
PUM1,9698,,,,,,,,,,,,,,,,,,,,,
PUM1,9698,,,,,,,,,,,,,,,,,,,,,
ARHGDIA,396,,,,,,,,,,,,,,,,,,,,,
ARHGDIA,396,,,,,,,,,,,,,,,,,,,,,
BHLHE40,8553,,,,,,,,,,,,,,,,,,,,,
BHLHE40,8553,,,,,,,,,,,,,,,,,,,,,
ATP6V0E1,8992,,,,,,,,,,,,,,,,,,,,,
ATP6V0E1,8992,,,,,,,,,,,,,,,,,,,,,
NUDC,10726,,,,,,,,,,,,,,,,,,,,,
TERF2IP,54386,,,,,,,,,,,,,,,,,,,,,
TMX2,51075,,,,,,,,,,,,,,,,,,,,,
ARCN1,372,,,,,,,,,,,,,,,,,,,,,
UBA2,10054,,,,,,,,,,,,,,,,,,,,,
FBXO7,25793,,,,,,,,,,,,,,,,,,,,,
GNAI3,2773,,,,,,,,,,,,,,,,,,,,,
GNAI3,2773,,,,,,,,,,,,,,,,,,,,,
GNAI3,2773,,,,,,,,,,,,,,,,,,,,,
CHD4,1108,,,,,,,,,,,,,,,,,,,,,
CHD4,1108,,,,,,,,,,,,,,,,,,,,,
CHD4,1108,,,,,,,,,,,,,,,,,,,,,
HTRA1,5654,,,,,,,,,,,,,,,,,,,,,
LRPAP1,4043,,,,,,,,,,,,,,,,,,,,,
ITPR3,3710,,,,,,,,,,,,,,,,,,,,,
ITPR3,3710,,,,,,,,,,,,,,,,,,,,,
ITPR3,3710,,,,,,,,,,,,,,,,,,,,,
PITPNA,5306,,,,,,,,,,,,,,,,,,,,,
PITPNA,5306,,,,,,,,,,,,,,,,,,,,,
PITPNA,5306,,,,,,,,,,,,,,,,,,,,,
IDH1,3417,,,,,,,,,,,,,,,,,,,,,
SEPW1,6415,,,,,,,,,,,,,,,,,,,,,
SLC7A5,8140,,,,,,,,,,,,,,,,,,,,,
AMD1,262,,,,,,,,,,,,,,,,,,,,,
AMD1,262,,,,,,,,,,,,,,,,,,,,,
PSMD1,5707,,,,,,,,,,,,,,,,,,,,,
PSMD1,5707,,,,,,,,,,,,,,,,,,,,,
CREG1,8804,,,,,,,,,,,,,,,,,,,,,
CSTB,1476,,,,,,,,,,,,,,,,,,,,,
PCNA,5111,,,,,,,,,,,,,,,,,,,,,
RRBP1,6238,,,,,,,,,,,,,,,,,,,,,
RRBP1,6238,,,,,,,,,,,,,,,,,,,,,
RRBP1,---,,,,,,,,,,,,,,,,,,,,,
RRBP1,6238,,,,,,,,,,,,,,,,,,,,,
TNFAIP1,7126,,,,,,,,,,,,,,,,,,,,,
TNFAIP1,7126,,,,,,,,,,,,,,,,,,,,,
HDAC1,3065,,,,,,,,,,,,,,,,,,,,,
DDX3X,1654,,,,,,,,,,,,,,,,,,,,,
DDX3X,1654,,,,,,,,,,,,,,,,,,,,,
LGMN,5641,,,,,,,,,,,,,,,,,,,,,
PPP1R7,5510,,,,,,,,,,,,,,,,,,,,,
PPP1R7,5510,,,,,,,,,,,,,,,,,,,,,
PLS3,5358,,,,,,,,,,,,,,,,,,,,,
ERP29,10961,,,,,,,,,,,,,,,,,,,,,
SNORD83B,6122,116936,116938,,,,,,,,,,,,,,,,,,,
CTBP2,1488,,,,,,,,,,,,,,,,,,,,,
CTBP2,1488,,,,,,,,,,,,,,,,,,,,,
CTBP2,1488,,,,,,,,,,,,,,,,,,,,,
SNRNP70,6625,,,,,,,,,,,,,,,,,,,,,
RAD23B,5887,,,,,,,,,,,,,,,,,,,,,
RAD23B,5887,,,,,,,,,,,,,,,,,,,,,
SRRM1,10250,,,,,,,,,,,,,,,,,,,,,
SRRM1,10250,,,,,,,,,,,,,,,,,,,,,
NDUFB8,4714,,,,,,,,,,,,,,,,,,,,,
NDUFB8,4714,,,,,,,,,,,,,,,,,,,,,
ARIH2,10425,,,,,,,,,,,,,,,,,,,,,
ARIH2,10425,,,,,,,,,,,,,,,,,,,,,
ARIH2,10425,,,,,,,,,,,,,,,,,,,,,
ENO1,2023,,,,,,,,,,,,,,,,,,,,,
PSMD13,5719,,,,,,,,,,,,,,,,,,,,,
PSMD13,5719,,,,,,,,,,,,,,,,,,,,,
ILK,3611,,,,,,,,,,,,,,,,,,,,,
BTG2,7832,,,,,,,,,,,,,,,,,,,,,
BTG2,7832,,,,,,,,,,,,,,,,,,,,,
CAPZA2,830,,,,,,,,,,,,,,,,,,,,,
CAPZA2,830,,,,,,,,,,,,,,,,,,,,,
SPCS2,9789,,,,,,,,,,,,,,,,,,,,,
SPCS2,9789,,,,,,,,,,,,,,,,,,,,,
DDX1,1653,,,,,,,,,,,,,,,,,,,,,
ATP1B1,481,,,,,,,,,,,,,,,,,,,,,
ATP1B1,481,,,,,,,,,,,,,,,,,,,,,
RAF1,5894,,,,,,,,,,,,,,,,,,,,,
LOC101927673,55611,,,,,,,,,,,,,,,,,,,,,
LOC101927673,55611,,,,,,,,,,,,,,,,,,,,,
SREBF2,6721,,,,,,,,,,,,,,,,,,,,,
SREBF2,6721,,,,,,,,,,,,,,,,,,,,,
SLC2A1,6513,,,,,,,,,,,,,,,,,,,,,
SLC2A1,6513,,,,,,,,,,,,,,,,,,,,,
PKM,5315,,,,,,,,,,,,,,,,,,,,,
PSMC4,5704,,,,,,,,,,,,,,,,,,,,,
CDIPT,10423,,,,,,,,,,,,,,,,,,,,,
RPS6,6194,,,,,,,,,,,,,,,,,,,,,
BAG6,7917,,,,,,,,,,,,,,,,,,,,,
COX7A2L,9167,,,,,,,,,,,,,,,,,,,,,
SNORD73A,6189,8944,,,,,,,,,,,,,,,,,,,,
RPS16,6217,,,,,,,,,,,,,,,,,,,,,
SYPL1,6856,,,,,,,,,,,,,,,,,,,,,
SYPL1,6856,,,,,,,,,,,,,,,,,,,,,
BGN,633,,,,,,,,,,,,,,,,,,,,,
BGN,633,,,,,,,,,,,,,,,,,,,,,
TARS,6897,,,,,,,,,,,,,,,,,,,,,
COPE,11316,,,,,,,,,,,,,,,,,,,,,
AF119897,---,,,,,,,,,,,,,,,,,,,,,
TXNRD1,7296,,,,,,,,,,,,,,,,,,,,,
PSMC3,5702,,,,,,,,,,,,,,,,,,,,,
NME1-NME2,4831,654364,,,,,,,,,,,,,,,,,,,,
NUDCD3,23386,,,,,,,,,,,,,,,,,,,,,
NUDCD3,23386,,,,,,,,,,,,,,,,,,,,,
RALY,22913,,,,,,,,,,,,,,,,,,,,,
AKR1B1,231,,,,,,,,,,,,,,,,,,,,,
SRP9,6726,,,,,,,,,,,,,,,,,,,,,
PSMA5,5686,,,,,,,,,,,,,,,,,,,,,
FDPS,2224,,,,,,,,,,,,,,,,,,,,,
RAB5B,5869,,,,,,,,,,,,,,,,,,,,,
HNRNPAB,3182,,,,,,,,,,,,,,,,,,,,,
LOC101926921,1601,,,,,,,,,,,,,,,,,,,,,
LOC101926921,1601,,,,,,,,,,,,,,,,,,,,,
LOC101926921,1601,,,,,,,,,,,,,,,,,,,,,
ADRM1,11047,,,,,,,,,,,,,,,,,,,,,
OGDH,4967,,,,,,,,,,,,,,,,,,,,,
TRAK1,22906,,,,,,,,,,,,,,,,,,,,,
APEH,327,,,,,,,,,,,,,,,,,,,,,
MKRN1,23608,,,,,,,,,,,,,,,,,,,,,
SDC1,6382,,,,,,,,,,,,,,,,,,,,,
SDC1,6382,,,,,,,,,,,,,,,,,,,,,
ARHGDIB,397,,,,,,,,,,,,,,,,,,,,,
CYR61,3491,,,,,,,,,,,,,,,,,,,,,
SEC11A,23478,,,,,,,,,,,,,,,,,,,,,
TOP2A,7153,,,,,,,,,,,,,,,,,,,,,
TOP2A,7153,,,,,,,,,,,,,,,,,,,,,
LOC101060363,5478,101060363,,,,,,,,,,,,,,,,,,,,
WSB1,26118,,,,,,,,,,,,,,,,,,,,,
WSB1,26118,,,,,,,,,,,,,,,,,,,,,
WSB1,26118,,,,,,,,,,,,,,,,,,,,,
MOB1A,55233,,,,,,,,,,,,,,,,,,,,,
MOB1A,55233,,,,,,,,,,,,,,,,,,,,,
MOB1A,55233,,,,,,,,,,,,,,,,,,,,,
PRNP,5621,,,,,,,,,,,,,,,,,,,,,
ANXA4,307,,,,,,,,,,,,,,,,,,,,,
ANXA4,307,,,,,,,,,,,,,,,,,,,,,
EIF4A3,9775,,,,,,,,,,,,,,,,,,,,,
NDUFA5,4698,,,,,,,,,,,,,,,,,,,,,
ANP32B,10541,,,,,,,,,,,,,,,,,,,,,
ANP32B,10541,,,,,,,,,,,,,,,,,,,,,
11-Sep,55752,,,,,,,,,,,,,,,,,,,,,
11-Sep,55752,,,,,,,,,,,,,,,,,,,,,
NREP,9315,,,,,,,,,,,,,,,,,,,,,
NREP,9315,,,,,,,,,,,,,,,,,,,,,
SH3BGRL,6451,,,,,,,,,,,,,,,,,,,,,
SH3BGRL,6451,,,,,,,,,,,,,,,,,,,,,
ENO2,2026,,,,,,,,,,,,,,,,,,,,,
STK25,10494,,,,,,,,,,,,,,,,,,,,,
IFITM2,10581,,,,,,,,,,,,,,,,,,,,,
PSMA2,5683,,,,,,,,,,,,,,,,,,,,,
PSMA2,5683,,,,,,,,,,,,,,,,,,,,,
MYL12B,10627,103910,,,,,,,,,,,,,,,,,,,,
MYL12A,10627,,,,,,,,,,,,,,,,,,,,,
SMARCC2,6601,,,,,,,,,,,,,,,,,,,,,
SMARCC2,6601,,,,,,,,,,,,,,,,,,,,,
ATP5B,506,,,,,,,,,,,,,,,,,,,,,
MIR6733,10969,,,,,,,,,,,,,,,,,,,,,
EMP1,2012,,,,,,,,,,,,,,,,,,,,,
EMP1,2012,,,,,,,,,,,,,,,,,,,,,
CCT6A,908,,,,,,,,,,,,,,,,,,,,,
CCT6A,908,,,,,,,,,,,,,,,,,,,,,
ETS2,2114,,,,,,,,,,,,,,,,,,,,,
ETS2,2114,,,,,,,,,,,,,,,,,,,,,
RARS,5917,,,,,,,,,,,,,,,,,,,,,
STAT6,6778,,,,,,,,,,,,,,,,,,,,,
STAT6,6778,,,,,,,,,,,,,,,,,,,,,
ARHGEF12,23365,,,,,,,,,,,,,,,,,,,,,
ARHGEF12,23365,,,,,,,,,,,,,,,,,,,,,
ARHGEF12,23365,,,,,,,,,,,,,,,,,,,,,
VAMP3,9341,,,,,,,,,,,,,,,,,,,,,
VAMP3,9341,,,,,,,,,,,,,,,,,,,,,
GTF3A,2971,,,,,,,,,,,,,,,,,,,,,
SCP2,6342,,,,,,,,,,,,,,,,,,,,,
ENC1,8507,,,,,,,,,,,,,,,,,,,,,
ENC1,8507,,,,,,,,,,,,,,,,,,,,,
SNRPC,6631,,,,,,,,,,,,,,,,,,,,,
UBE2D2,7322,,,,,,,,,,,,,,,,,,,,,
UBE2D2,7322,,,,,,,,,,,,,,,,,,,,,
UBE2D2,7322,,,,,,,,,,,,,,,,,,,,,
ADIPOR2,79602,,,,,,,,,,,,,,,,,,,,,
GRHPR,9380,,,,,,,,,,,,,,,,,,,,,
GPX3,2878,,,,,,,,,,,,,,,,,,,,,
SLC9A3R1,9368,,,,,,,,,,,,,,,,,,,,,
FLOT2,2319,,,,,,,,,,,,,,,,,,,,,
YME1L1,10730,,,,,,,,,,,,,,,,,,,,,
YME1L1,10730,,,,,,,,,,,,,,,,,,,,,
BAZ2A,11176,,,,,,,,,,,,,,,,,,,,,
BAZ2A,11176,,,,,,,,,,,,,,,,,,,,,
BAZ2A,11176,,,,,,,,,,,,,,,,,,,,,
SF3A1,10291,,,,,,,,,,,,,,,,,,,,,
SF3A1,10291,,,,,,,,,,,,,,,,,,,,,
COPB1,1315,,,,,,,,,,,,,,,,,,,,,
COPB1,1315,,,,,,,,,,,,,,,,,,,,,
CST3,1471,,,,,,,,,,,,,,,,,,,,,
TMEM109,79073,,,,,,,,,,,,,,,,,,,,,
IVNS1ABP,10625,,,,,,,,,,,,,,,,,,,,,
IVNS1ABP,10625,,,,,,,,,,,,,,,,,,,,,
OAZ2,4947,,,,,,,,,,,,,,,,,,,,,
OAZ2,4947,,,,,,,,,,,,,,,,,,,,,
ANXA7,310,,,,,,,,,,,,,,,,,,,,,
ZFP36L2,678,,,,,,,,,,,,,,,,,,,,,
ZFP36L2,678,,,,,,,,,,,,,,,,,,,,,
ZFP36L2,678,,,,,,,,,,,,,,,,,,,,,
CUL3,8452,,,,,,,,,,,,,,,,,,,,,
CUL3,8452,,,,,,,,,,,,,,,,,,,,,
CUL3,8452,,,,,,,,,,,,,,,,,,,,,
PLEC,5339,,,,,,,,,,,,,,,,,,,,,
PPP2CB,5516,,,,,,,,,,,,,,,,,,,,,
PPP2CB,5516,,,,,,,,,,,,,,,,,,,,,
HNRNPF,3185,,,,,,,,,,,,,,,,,,,,,
UBAP2L,9898,,,,,,,,,,,,,,,,,,,,,
UBAP2L,9898,,,,,,,,,,,,,,,,,,,,,
TPD52L2,7165,,,,,,,,,,,,,,,,,,,,,
CRTAP,10491,100653071,,,,,,,,,,,,,,,,,,,,
CACYBP,27101,,,,,,,,,,,,,,,,,,,,,
CACYBP,27101,,,,,,,,,,,,,,,,,,,,,
NBR1,4077,,,,,,,,,,,,,,,,,,,,,
NBR1,4077,,,,,,,,,,,,,,,,,,,,,
DHX15,1665,,,,,,,,,,,,,,,,,,,,,
DHX15,1665,,,,,,,,,,,,,,,,,,,,,
UCHL1,7345,,,,,,,,,,,,,,,,,,,,,
PSMD3,5709,,,,,,,,,,,,,,,,,,,,,
ITGA5,3678,,,,,,,,,,,,,,,,,,,,,
CSNK2B,1460,,,,,,,,,,,,,,,,,,,,,
TRAP1,10131,,,,,,,,,,,,,,,,,,,,,
IGF2R,3482,,,,,,,,,,,,,,,,,,,,,
IGF2R,3482,,,,,,,,,,,,,,,,,,,,,
RBM5,10181,,,,,,,,,,,,,,,,,,,,,
RBM5,10181,,,,,,,,,,,,,,,,,,,,,
SGTA,6449,,,,,,,,,,,,,,,,,,,,,
PHGDH,26227,,,,,,,,,,,,,,,,,,,,,
